,neighbourhood_group,room_type,price,Popularity,Reviews,required_nights
336,Queens,Private room,80,Very Affordable,Less than 50 reviews,Short term rent is available
337,Brooklyn,Entire home/apt,175,Affordable,Over 300 reviews,Short term rent is available
338,Brooklyn,Entire home/apt,120,Very Affordable,Less than 150 reviews,Short term rent is available
339,Brooklyn,Entire home/apt,140,Very Popular,Less than 50 reviews,At least a week should be reserved
340,Brooklyn,Entire home/apt,200,Very Popular,Less than 10 reviews,Short term rent is available
341,Brooklyn,Private room,165,Very Affordable,Less than 50 reviews,Short term rent is available
342,Manhattan,Entire home/apt,125,Affordable,Less than 10 reviews,Short term rent is available
343,Manhattan,Entire home/apt,130,Affordable,Less than 50 reviews,At least more than a month should be reserved
344,Manhattan,Shared room,65,Very Popular,Less than 150 reviews,At least a week should be reserved
345,Brooklyn,Entire home/apt,123,Affordable,Less than 50 reviews,At least more than a month should be reserved
346,Manhattan,Private room,67,Very Affordable,Less than 150 reviews,Short term rent is available
347,Queens,Private room,50,Popular,Less than 50 reviews,Short term rent is available
348,Brooklyn,Entire home/apt,130,Popular,Less than 150 reviews,At least a week should be reserved
349,Brooklyn,Private room,100,Very Popular,Less than 50 reviews,Short term rent is available
350,Manhattan,Entire home/apt,212,Popular,Less than 50 reviews,At least more than 2 weeks should be reserved
351,Brooklyn,Entire home/apt,190,Very Affordable,Less than 150 reviews,Short term rent is available
352,Brooklyn,Private room,599,Popular,Less than 10 reviews,Short term rent is available
353,Manhattan,Entire home/apt,249,Very Affordable,Less than 300 reviews,Short term rent is available
354,Queens,Private room,70,Very Affordable,Less than 50 reviews,At least more than 2 weeks should be reserved
355,Brooklyn,Entire home/apt,100,Very Affordable,Less than 50 reviews,At least more than a month should be reserved
356,Manhattan,Private room,60,Very Affordable,Over 300 reviews,Short term rent is available
357,Brooklyn,Entire home/apt,135,Normal,Less than 150 reviews,Short term rent is available
358,Brooklyn,Entire home/apt,175,Very Affordable,Less than 300 reviews,Short term rent is available
359,Manhattan,Entire home/apt,120,Affordable,Less than 50 reviews,Short term rent is available
360,Manhattan,Entire home/apt,169,Normal,Less than 150 reviews,At least more than 2 weeks should be reserved
361,Brooklyn,Entire home/apt,165,Affordable,Less than 10 reviews,At least a week should be reserved
362,Manhattan,Private room,90,Very Popular,Less than 10 reviews,Short term rent is available
363,Manhattan,Entire home/apt,225,Very Affordable,Less than 150 reviews,Short term rent is available
364,Brooklyn,Private room,95,Very Affordable,Less than 300 reviews,Short term rent is available
365,Brooklyn,Private room,55,Very Affordable,Less than 300 reviews,Short term rent is available
366,Manhattan,Private room,85,Affordable,Less than 150 reviews,At least a week should be reserved
367,Brooklyn,Entire home/apt,199,Very Affordable,Less than 50 reviews,At least a week should be reserved
368,Manhattan,Entire home/apt,211,Very Affordable,Less than 150 reviews,Short term rent is available
369,Manhattan,Entire home/apt,145,Very Popular,Less than 50 reviews,Short term rent is available
370,Manhattan,Private room,65,Very Affordable,Less than 50 reviews,At least a week should be reserved
371,Manhattan,Entire home/apt,99,Very Affordable,Over 300 reviews,Short term rent is available
372,Queens,Entire home/apt,110,Very Affordable,Less than 50 reviews,Short term rent is available
373,Brooklyn,Entire home/apt,80,Very Affordable,Less than 300 reviews,Short term rent is available
374,Brooklyn,Entire home/apt,150,Very Affordable,Less than 150 reviews,At least more than a month should be reserved
375,Brooklyn,Entire home/apt,110,Very Affordable,Less than 150 reviews,Short term rent is available
376,Manhattan,Private room,290,Very Popular,Less than 50 reviews,Short term rent is available
377,Brooklyn,Entire home/apt,190,Very Affordable,Less than 150 reviews,Short term rent is available
378,Brooklyn,Entire home/apt,200,Popular,Less than 50 reviews,Short term rent is available
379,Brooklyn,Entire home/apt,165,Very Popular,Less than 50 reviews,Short term rent is available
380,Manhattan,Entire home/apt,110,Very Affordable,Less than 150 reviews,Short term rent is available
381,Manhattan,Entire home/apt,395,Affordable,Less than 150 reviews,Short term rent is available
382,Brooklyn,Private room,99,Very Affordable,Less than 50 reviews,Short term rent is available
383,Brooklyn,Private room,39,Very Affordable,Less than 150 reviews,Short term rent is available
384,Manhattan,Entire home/apt,189,Affordable,Over 300 reviews,Short term rent is available
385,Manhattan,Private room,85,Very Popular,Less than 10 reviews,Short term rent is available
386,Brooklyn,Entire home/apt,260,Very Affordable,Less than 10 reviews,At least more than a month should be reserved
387,Manhattan,Entire home/apt,122,Very Affordable,Less than 150 reviews,Short term rent is available
388,Brooklyn,Entire home/apt,165,Normal,Less than 300 reviews,Short term rent is available
389,Queens,Entire home/apt,97,Affordable,Less than 50 reviews,Short term rent is available
390,Manhattan,Entire home/apt,170,Very Popular,Less than 50 reviews,Short term rent is available
391,Brooklyn,Entire home/apt,125,Very Popular,Less than 50 reviews,Short term rent is available
392,Manhattan,Private room,130,Affordable,Less than 150 reviews,Short term rent is available
393,Brooklyn,Entire home/apt,225,Popular,Less than 50 reviews,At least a week should be reserved
394,Brooklyn,Private room,50,Normal,Less than 300 reviews,Short term rent is available
395,Brooklyn,Entire home/apt,170,Very Affordable,Less than 150 reviews,Short term rent is available
396,Manhattan,Entire home/apt,132,Very Popular,Less than 50 reviews,Short term rent is available
397,Brooklyn,Entire home/apt,250,Very Popular,Less than 50 reviews,At least a week should be reserved
398,Brooklyn,Entire home/apt,141,Very Popular,Less than 10 reviews,Short term rent is available
399,Brooklyn,Entire home/apt,64,Very Popular,Less than 150 reviews,At least more than 2 weeks should be reserved
400,Brooklyn,Entire home/apt,249,Very Affordable,Less than 300 reviews,Short term rent is available
401,Brooklyn,Private room,79,Very Popular,Less than 150 reviews,Short term rent is available
402,Manhattan,Entire home/apt,185,Very Affordable,Less than 150 reviews,Short term rent is available
403,Brooklyn,Entire home/apt,120,Very Affordable,Less than 300 reviews,Short term rent is available
404,Brooklyn,Entire home/apt,495,Very Affordable,Less than 50 reviews,Short term rent is available
405,Manhattan,Entire home/apt,375,Very Popular,Less than 50 reviews,Short term rent is available
406,Manhattan,Entire home/apt,175,Very Affordable,Less than 150 reviews,Short term rent is available
407,Manhattan,Entire home/apt,150,Very Popular,Less than 50 reviews,Short term rent is available
408,Manhattan,Entire home/apt,259,Very Affordable,Less than 50 reviews,At least a week should be reserved
409,Manhattan,Private room,96,Very Popular,Less than 50 reviews,Short term rent is available
410,Brooklyn,Entire home/apt,145,Very Popular,Less than 10 reviews,At least a week should be reserved
411,Manhattan,Entire home/apt,95,Very Popular,Less than 10 reviews,Short term rent is available
412,Brooklyn,Entire home/apt,250,Affordable,Less than 150 reviews,Short term rent is available
413,Manhattan,Entire home/apt,295,Very Affordable,Less than 150 reviews,Short term rent is available
414,Manhattan,Entire home/apt,175,Very Popular,Less than 50 reviews,Short term rent is available
415,Brooklyn,Entire home/apt,451,Very Affordable,Less than 150 reviews,Short term rent is available
416,Manhattan,Entire home/apt,165,Very Affordable,Less than 300 reviews,Short term rent is available
417,Bronx,Entire home/apt,77,Very Affordable,Less than 300 reviews,Short term rent is available
418,Manhattan,Entire home/apt,250,Very Popular,Less than 50 reviews,Short term rent is available
419,Queens,Entire home/apt,129,Very Affordable,Over 300 reviews,Short term rent is available
420,Brooklyn,Private room,98,Very Popular,Less than 10 reviews,Short term rent is available
421,Manhattan,Private room,95,Very Affordable,Less than 50 reviews,At least a week should be reserved
422,Manhattan,Private room,55,Very Affordable,Less than 150 reviews,Short term rent is available
423,Manhattan,Entire home/apt,300,Very Affordable,Less than 300 reviews,Short term rent is available
424,Queens,Private room,42,Very Affordable,Less than 150 reviews,At least more than a month should be reserved
425,Brooklyn,Entire home/apt,125,Very Popular,Less than 150 reviews,Short term rent is available
426,Manhattan,Private room,175,Very Affordable,Less than 300 reviews,Short term rent is available
427,Manhattan,Private room,75,Very Affordable,Less than 50 reviews,Short term rent is available
428,Brooklyn,Entire home/apt,255,Popular,Less than 50 reviews,At least more than a month should be reserved
429,Brooklyn,Entire home/apt,72,Affordable,Less than 150 reviews,At least more than a month should be reserved
430,Brooklyn,Private room,165,Very Affordable,Less than 50 reviews,Short term rent is available
431,Brooklyn,Entire home/apt,165,Very Popular,Less than 150 reviews,Short term rent is available
432,Brooklyn,Private room,75,Very Affordable,Less than 50 reviews,Short term rent is available
433,Brooklyn,Entire home/apt,130,Very Popular,Less than 10 reviews,Short term rent is available
434,Brooklyn,Entire home/apt,139,Very Affordable,Over 300 reviews,Short term rent is available
435,Brooklyn,Private room,88,Very Affordable,Less than 150 reviews,Short term rent is available
436,Brooklyn,Private room,80,Very Affordable,Less than 50 reviews,Short term rent is available
437,Manhattan,Private room,150,Very Popular,Less than 50 reviews,Short term rent is available
438,Manhattan,Entire home/apt,200,Very Popular,Less than 50 reviews,Short term rent is available
439,Manhattan,Entire home/apt,200,Very Affordable,Less than 150 reviews,Short term rent is available
440,Queens,Private room,42,Very Affordable,Less than 50 reviews,At least more than a month should be reserved
441,Brooklyn,Private room,90,Very Popular,Less than 10 reviews,Short term rent is available
442,Manhattan,Entire home/apt,295,Very Affordable,Less than 300 reviews,Short term rent is available
443,Brooklyn,Entire home/apt,450,Very Popular,Less than 50 reviews,Short term rent is available
444,Brooklyn,Entire home/apt,130,Normal,Less than 50 reviews,Short term rent is available
445,Brooklyn,Private room,89,Very Popular,Less than 300 reviews,Short term rent is available
446,Manhattan,Entire home/apt,198,Very Affordable,Less than 50 reviews,Short term rent is available
447,Manhattan,Entire home/apt,99,Very Affordable,Less than 300 reviews,Short term rent is available
448,Brooklyn,Private room,46,Very Affordable,Less than 150 reviews,Short term rent is available
449,Manhattan,Private room,140,Very Affordable,Less than 150 reviews,Short term rent is available
450,Brooklyn,Entire home/apt,500,Very Popular,Less than 10 reviews,At least a week should be reserved
451,Manhattan,Private room,75,Affordable,Less than 150 reviews,Short term rent is available
452,Queens,Private room,33,Affordable,Less than 50 reviews,At least more than a month should be reserved
453,Manhattan,Entire home/apt,250,Very Affordable,Less than 300 reviews,At least more than a month should be reserved
454,Brooklyn,Private room,60,Very Popular,Over 300 reviews,Short term rent is available
